"date","local_site","time_period","snow_treatment","location","rep","VWC"
2018-08-06,"Trough","Late Season","Early","Top",1,7.9
2018-07-05,"Soddie","Mid Season","Control","Middle",2,8
2018-07-09,"Audubon","Mid Season","Control","Middle",2,8
2018-07-09,"Audubon","Mid Season","Early","Top",1,8
2018-07-09,"Audubon","Mid Season","Early","Top",2,8
2018-07-09,"Audubon","Mid Season","Early","Top",3,8
2018-07-09,"Audubon","Mid Season","Early","Topmiddle",2,8
2018-07-09,"East Knoll","Mid Season","Control","Bottommiddle",3,8
2018-07-09,"East Knoll","Mid Season","Early","Topmiddle",1,8
2018-07-09,"East Knoll","Mid Season","Early","Bottom",1,8
2018-07-09,"Lefty","Mid Season","Control","Top",1,8
2018-07-09,"Lefty","Mid Season","Early","Bottom",2,8
2018-07-13,"Audubon","Mid Season","Control","Topmiddle",3,8
2018-07-13,"Audubon","Mid Season","Early","Bottom",3,8
2018-07-13,"East Knoll","Mid Season","Control","Topmiddle",2,8
2018-07-13,"East Knoll","Mid Season","Control","Bottom",1,8
2018-07-13,"East Knoll","Mid Season","Early","Topmiddle",2,8
2018-07-13,"Lefty","Mid Season","Control","Topmiddle",2,8
2018-07-18,"Audubon","Mid Season","Early","Middle",1,8
2018-07-18,"Audubon","Mid Season","Early","Bottommiddle",1,8
2018-07-18,"Audubon","Mid Season","Early","Bottommiddle",3,8
2018-07-18,"East Knoll","Mid Season","Control","Top",3,8
2018-07-18,"Lefty","Mid Season","Control","Middle",3,8
2018-07-18,"Lefty","Mid Season","Early","Top",2,8
2018-07-18,"Lefty","Mid Season","Early","Top",3,8
2018-07-18,"Lefty","Mid Season","Early","Middle",3,8
2018-07-20,"Audubon","Mid Season","Control","Middle",1,8
2018-07-20,"Audubon","Mid Season","Early","Middle",3,8
2018-07-20,"Audubon","Mid Season","Early","Bottom",2,8
2018-07-20,"East Knoll","Mid Season","Control","Topmiddle",1,8
2018-07-20,"Lefty","Mid Season","Early","Bottom",2,8
2018-07-27,"Lefty","Mid Season","Early","Middle",3,8
2018-08-03,"Audubon","Late Season","Early","Top",2,8
2018-08-03,"East Knoll","Late Season","Early","Top",2,8
2018-08-03,"Soddie","Late Season","Early","Topmiddle",2,8
2018-08-03,"Trough","Late Season","Control","Bottom",2,8
2018-08-09,"Audubon","Late Season","Control","Middle",3,8
2018-08-09,"Audubon","Late Season","Control","Bottom",2,8
2018-08-09,"East Knoll","Late Season","Early","Top",3,8
2018-08-09,"Lefty","Late Season","Early","Bottom",1,8
2018-08-09,"Trough","Late Season","Early","Top",3,8
2018-08-13,"Trough","Late Season","Control","Middle",2,8
2018-08-13,"Trough","Late Season","Early","Bottommiddle",1,8
2018-06-29,"Soddie","Early Season","Control","Bottom",1,8.1
2018-07-05,"East Knoll","Mid Season","Control","Bottom",3,8.1
2018-07-05,"East Knoll","Mid Season","Early","Bottom",3,8.1
2018-07-18,"Audubon","Mid Season","Early","Topmiddle",3,8.1
2018-07-30,"East Knoll","Mid Season","Control","Bottom",3,8.1
2018-06-27,"Audubon","Early Season","Early","Bottommiddle",3,8.2
2018-06-27,"East Knoll","Early Season","Control","Bottom",2,8.2
2018-07-05,"Audubon","Mid Season","Control","Middle",1,8.2
2018-07-05,"East Knoll","Mid Season","Control","Top",3,8.2
2018-07-05,"Lefty","Mid Season","Control","Top",1,8.2
2018-07-05,"Lefty","Mid Season","Control","Topmiddle",2,8.2
2018-07-05,"Lefty","Mid Season","Early","Top",1,8.2
2018-07-05,"Lefty","Mid Season","Early","Topmiddle",1,8.2
2018-07-05,"Lefty","Mid Season","Early","Bottommiddle",2,8.2
2018-06-27,"Lefty","Early Season","Early","Top",2,8.3
2018-08-06,"Audubon","Late Season","Control","Top",2,8.3
2018-08-06,"Audubon","Late Season","Control","Topmiddle",1,8.3
2018-08-06,"East Knoll","Late Season","Early","Top",1,8.3
2018-08-06,"Lefty","Late Season","Control","Topmiddle",2,8.3
2018-07-09,"Audubon","Mid Season","Control","Top",1,8.4
2018-07-09,"Audubon","Mid Season","Early","Middle",3,8.4
2018-07-09,"Audubon","Mid Season","Early","Bottommiddle",1,8.4
2018-07-09,"East Knoll","Mid Season","Early","Top",3,8.4
2018-07-09,"Soddie","Mid Season","Early","Bottommiddle",3,8.4
2018-07-13,"East Knoll","Mid Season","Control","Top",2,8.4
2018-07-13,"East Knoll","Mid Season","Early","Bottom",2,8.4
2018-07-13,"Soddie","Mid Season","Control","Bottommiddle",3,8.4
2018-07-13,"Soddie","Mid Season","Early","Bottom",3,8.4
2018-07-18,"Audubon","Mid Season","Early","Top",2,8.4
2018-07-18,"Audubon","Mid Season","Early","Middle",3,8.4
2018-07-18,"East Knoll","Mid Season","Early","Top",1,8.4
2018-07-18,"Soddie","Mid Season","Control","Topmiddle",2,8.4
2018-07-18,"Trough","Mid Season","Control","Top",2,8.4
2018-07-20,"Audubon","Mid Season","Early","Topmiddle",2,8.4
2018-07-20,"Audubon","Mid Season","Early","Bottom",3,8.4
2018-07-20,"East Knoll","Mid Season","Early","Top",1,8.4
2018-07-20,"Trough","Mid Season","Control","Top",3,8.4
2018-07-23,"Lefty","Mid Season","Early","Bottommiddle",3,8.4
2018-07-27,"Soddie","Mid Season","Early","Top",1,8.4
2018-08-03,"Audubon","Late Season","Early","Top",3,8.4
2018-08-03,"Lefty","Late Season","Control","Topmiddle",2,8.4
2018-08-09,"Audubon","Late Season","Control","Top",2,8.4
2018-08-09,"Audubon","Late Season","Control","Top",3,8.4
2018-08-09,"Audubon","Late Season","Early","Middle",3,8.4
2018-08-09,"East Knoll","Late Season","Control","Middle",1,8.4
2018-08-13,"Audubon","Late Season","Control","Bottom",3,8.4
2018-08-13,"Trough","Late Season","Control","Bottom",2,8.4
2018-07-05,"East Knoll","Mid Season","Early","Topmiddle",2,8.5
2018-07-05,"East Knoll","Mid Season","Early","Middle",2,8.5
2018-07-18,"Audubon","Mid Season","Control","Bottommiddle",3,8.5
2018-08-06,"East Knoll","Late Season","Early","Topmiddle",1,8.5
2018-06-27,"Audubon","Early Season","Early","Topmiddle",1,8.6
2018-06-27,"Audubon","Early Season","Early","Topmiddle",3,8.6
2018-07-05,"Audubon","Mid Season","Early","Bottommiddle",2,8.6
2018-07-05,"Lefty","Mid Season","Control","Top",2,8.6
2018-07-09,"Audubon","Mid Season","Control","Bottommiddle",2,8.7
2018-07-09,"Audubon","Mid Season","Early","Bottommiddle",2,8.7
2018-07-09,"Audubon","Mid Season","Early","Bottommiddle",3,8.7
2018-07-09,"East Knoll","Mid Season","Early","Middle",2,8.7
2018-07-09,"Lefty","Mid Season","Control","Topmiddle",1,8.7
2018-07-13,"Audubon","Mid Season","Control","Topmiddle",2,8.7
2018-07-13,"East Knoll","Mid Season","Control","Top",3,8.7
2018-07-13,"East Knoll","Mid Season","Control","Bottom",2,8.7
2018-07-13,"East Knoll","Mid Season","Early","Topmiddle",1,8.7
2018-07-13,"East Knoll","Mid Season","Early","Middle",1,8.7
2018-07-13,"Lefty","Mid Season","Control","Topmiddle",1,8.7
2018-07-13,"Lefty","Mid Season","Early","Top",1,8.7
2018-07-13,"Soddie","Mid Season","Control","Bottommiddle",2,8.7
2018-07-13,"Soddie","Mid Season","Early","Bottom",2,8.7
2018-07-18,"Audubon","Mid Season","Early","Top",1,8.7
2018-07-18,"East Knoll","Mid Season","Control","Topmiddle",1,8.7
2018-07-18,"East Knoll","Mid Season","Early","Top",3,8.7
2018-07-18,"Lefty","Mid Season","Control","Topmiddle",1,8.7
2018-07-18,"Lefty","Mid Season","Control","Topmiddle",3,8.7
2018-07-18,"Lefty","Mid Season","Early","Top",1,8.7
2018-07-18,"Lefty","Mid Season","Early","Middle",2,8.7
2018-07-18,"Lefty","Mid Season","Early","Bottom",3,8.7
2018-07-18,"Soddie","Mid Season","Control","Bottom",2,8.7
2018-07-20,"Audubon","Mid Season","Control","Middle",3,8.7
2018-07-20,"Audubon","Mid Season","Early","Top",1,8.7
2018-07-20,"Audubon","Mid Season","Early","Middle",1,8.7
2018-07-20,"Audubon","Mid Season","Early","Middle",2,8.7
2018-07-20,"Audubon","Mid Season","Early","Bottommiddle",1,8.7
2018-07-20,"Lefty","Mid Season","Control","Middle",1,8.7
2018-07-20,"Soddie","Mid Season","Early","Bottom",2,8.7
2018-07-23,"East Knoll","Mid Season","Control","Bottom",3,8.7
2018-07-23,"Lefty","Mid Season","Control","Top",2,8.7
2018-07-23,"Lefty","Mid Season","Early","Middle",2,8.7
2018-07-23,"Soddie","Mid Season","Early","Bottommiddle",2,8.7
2018-07-27,"Audubon","Mid Season","Control","Topmiddle",3,8.7
2018-08-09,"East Knoll","Late Season","Early","Top",2,8.7
2018-08-09,"Trough","Late Season","Control","Bottom",3,8.7
2018-06-19,"Soddie","Early Season","Early","Topmiddle",1,8.9
2018-06-27,"Lefty","Early Season","Control","Top",2,8.9
2018-06-27,"Lefty","Early Season","Early","Top",3,8.9
2018-07-05,"Audubon","Mid Season","Early","Bottommiddle",1,8.9
2018-08-06,"East Knoll","Late Season","Control","Top",1,8.9
2018-08-06,"East Knoll","Late Season","Control","Middle",3,8.9
2018-08-06,"East Knoll","Late Season","Early","Bottom",3,8.9
2018-07-05,"East Knoll","Mid Season","Control","Bottommiddle",1,9
2018-07-05,"East Knoll","Mid Season","Control","Bottommiddle",3,9
2018-07-05,"East Knoll","Mid Season","Early","Topmiddle",1,9
2018-07-05,"East Knoll","Mid Season","Early","Bottommiddle",3,9
2018-07-30,"Audubon","Mid Season","Control","Topmiddle",2,9
2018-07-30,"Soddie","Mid Season","Control","Bottommiddle",2,9
2018-07-30,"Soddie","Mid Season","Early","Top",3,9
2018-07-13,"Audubon","Mid Season","Control","Bottommiddle",3,9.1
2018-07-13,"Audubon","Mid Season","Early","Top",1,9.1
2018-07-13,"East Knoll","Mid Season","Control","Bottommiddle",3,9.1
2018-07-13,"East Knoll","Mid Season","Early","Bottom",1,9.1
2018-07-13,"Lefty","Mid Season","Control","Topmiddle",3,9.1
2018-07-13,"Soddie","Mid Season","Early","Top",2,9.1
2018-07-13,"Soddie","Mid Season","Early","Topmiddle",3,9.1
2018-07-13,"Trough","Mid Season","Early","Top",3,9.1
2018-07-18,"Audubon","Mid Season","Control","Top",1,9.1
2018-07-18,"Audubon","Mid Season","Control","Top",3,9.1
2018-07-18,"Trough","Mid Season","Early","Top",1,9.1
2018-07-20,"Audubon","Mid Season","Early","Bottom",1,9.1
2018-07-20,"East Knoll","Mid Season","Control","Top",3,9.1
2018-07-23,"Audubon","Mid Season","Control","Top",1,9.1
2018-07-23,"East Knoll","Mid Season","Early","Top",2,9.1
2018-07-23,"Lefty","Mid Season","Early","Middle",3,9.1
2018-07-27,"Audubon","Mid Season","Control","Middle",1,9.1
2018-07-27,"Soddie","Mid Season","Control","Top",3,9.1
2018-08-06,"Trough","Late Season","Control","Middle",3,9.1
2018-08-09,"Audubon","Late Season","Early","Bottommiddle",2,9.1
2018-08-09,"Lefty","Late Season","Control","Top",1,9.1
2018-08-09,"Lefty","Late Season","Control","Topmiddle",1,9.1
2018-08-09,"Lefty","Late Season","Early","Bottom",3,9.1
2018-08-09,"Trough","Late Season","Early","Bottom",2,9.1
2018-07-05,"Audubon","Mid Season","Control","Topmiddle",1,9.2
2018-07-05,"Lefty","Mid Season","Control","Top",3,9.2
2018-08-06,"East Knoll","Late Season","Early","Top",3,9.3
2018-06-27,"Audubon","Early Season","Control","Top",1,9.4
2018-06-27,"Audubon","Early Season","Early","Bottommiddle",2,9.5
2018-06-27,"Lefty","Early Season","Early","Topmiddle",2,9.5
2018-07-05,"East Knoll","Mid Season","Control","Middle",1,9.5
2018-07-05,"East Knoll","Mid Season","Early","Middle",3,9.5
2018-07-05,"East Knoll","Mid Season","Early","Bottommiddle",2,9.5
2018-07-05,"Soddie","Mid Season","Early","Bottommiddle",1,9.5
2018-07-09,"East Knoll","Mid Season","Early","Bottom",3,9.5
2018-07-09,"Lefty","Mid Season","Early","Middle",1,9.5
2018-07-13,"Audubon","Mid Season","Early","Topmiddle",3,9.5
2018-07-13,"Audubon","Mid Season","Early","Bottommiddle",1,9.5
2018-07-13,"Audubon","Mid Season","Early","Bottom",2,9.5
2018-07-13,"Lefty","Mid Season","Early","Top",2,9.5
2018-07-13,"Lefty","Mid Season","Early","Bottom",1,9.5
2018-07-18,"East Knoll","Mid Season","Early","Top",2,9.5
2018-07-20,"Trough","Mid Season","Control","Bottom",2,9.5
2018-07-23,"Audubon","Mid Season","Control","Bottommiddle",1,9.5
2018-07-23,"East Knoll","Mid Season","Early","Top",1,9.5
2018-07-23,"East Knoll","Mid Season","Early","Middle",1,9.5
2018-07-23,"Lefty","Mid Season","Early","Bottommiddle",1,9.5
2018-07-23,"Lefty","Mid Season","Early","Bottom",1,9.5
2018-07-23,"Soddie","Mid Season","Early","Bottom",1,9.5
2018-07-27,"Audubon","Mid Season","Control","Top",2,9.5
2018-07-27,"Lefty","Mid Season","Early","Bottommiddle",3,9.5
2018-07-27,"Soddie","Mid Season","Control","Middle",2,9.5
2018-07-30,"Audubon","Mid Season","Control","Top",2,9.5
2018-07-30,"East Knoll","Mid Season","Control","Bottom",1,9.5
2018-08-03,"Audubon","Late Season","Early","Topmiddle",2,9.5
2018-08-03,"Soddie","Late Season","Early","Bottommiddle",1,9.5
2018-08-06,"Lefty","Late Season","Control","Bottom",1,9.5
2018-08-06,"Trough","Late Season","Control","Topmiddle",3,9.5
2018-08-06,"Trough","Late Season","Early","Bottommiddle",2,9.5
2018-08-13,"Trough","Late Season","Early","Bottommiddle",3,9.5
2018-06-27,"Lefty","Early Season","Early","Topmiddle",1,9.6
2018-07-05,"Audubon","Mid Season","Early","Bottommiddle",3,9.6
2018-07-05,"Lefty","Mid Season","Early","Topmiddle",3,9.6
2018-08-06,"Audubon","Late Season","Early","Top",3,9.7
2018-08-06,"Lefty","Late Season","Control","Topmiddle",3,9.7
2018-07-09,"Audubon","Mid Season","Early","Topmiddle",1,9.8
2018-07-09,"East Knoll","Mid Season","Early","Bottom",2,9.8
2018-07-13,"Audubon","Mid Season","Early","Bottommiddle",3,9.8
2018-07-13,"Lefty","Mid Season","Early","Top",3,9.8
2018-07-18,"Lefty","Mid Season","Early","Middle",1,9.8
2018-07-18,"Trough","Mid Season","Early","Top",2,9.8
2018-07-18,"Trough","Mid Season","Early","Top",3,9.8
2018-07-20,"Audubon","Mid Season","Control","Middle",2,9.8
2018-07-20,"Audubon","Mid Season","Early","Top",2,9.8
2018-07-23,"Audubon","Mid Season","Control","Topmiddle",3,9.8
2018-07-23,"Audubon","Mid Season","Control","Bottommiddle",2,9.8
2018-07-23,"East Knoll","Mid Season","Control","Bottom",1,9.8
2018-07-23,"Lefty","Mid Season","Control","Middle",2,9.8
2018-07-23,"Lefty","Mid Season","Early","Bottom",2,9.8
2018-07-23,"Soddie","Mid Season","Early","Top",2,9.8
2018-07-27,"Audubon","Mid Season","Control","Middle",2,9.8
2018-07-27,"Soddie","Mid Season","Early","Middle",1,9.8
2018-08-09,"Audubon","Late Season","Early","Topmiddle",1,9.8
2018-08-09,"East Knoll","Late Season","Early","Top",1,9.8
2018-06-27,"East Knoll","Early Season","Early","Bottom",3,9.9
2018-07-05,"Audubon","Mid Season","Control","Top",2,9.9
2018-07-05,"Audubon","Mid Season","Early","Middle",2,9.9
2018-07-05,"Lefty","Mid Season","Control","Topmiddle",1,9.9
2018-07-05,"Lefty","Mid Season","Early","Bottom",3,9.9
2018-08-06,"Audubon","Late Season","Early","Bottommiddle",2,9.9
2018-06-19,"Soddie","Early Season","Early","Bottom",3,10
2018-06-27,"Lefty","Early Season","Control","Top",3,10
2018-07-05,"East Knoll","Mid Season","Control","Middle",2,10
2018-07-05,"East Knoll","Mid Season","Early","Middle",1,10
2018-07-30,"Audubon","Mid Season","Early","Middle",2,10
2018-07-30,"Audubon","Mid Season","Early","Bottom",1,10
2018-07-30,"East Knoll","Mid Season","Control","Bottom",2,10
2018-07-30,"Lefty","Mid Season","Control","Bottommiddle",1,10
2018-07-30,"Lefty","Mid Season","Early","Middle",3,10
2018-07-05,"Audubon","Mid Season","Control","Topmiddle",2,10.2
2018-07-05,"Audubon","Mid Season","Control","Middle",2,10.2
2018-07-05,"Audubon","Mid Season","Early","Topmiddle",1,10.2
2018-07-05,"Lefty","Mid Season","Early","Middle",1,10.2
2018-07-05,"Lefty","Mid Season","Early","Bottommiddle",3,10.2
2018-07-05,"Lefty","Mid Season","Early","Bottom",1,10.2
2018-07-09,"Audubon","Mid Season","Control","Top",2,10.2
2018-07-09,"Audubon","Mid Season","Control","Middle",1,10.2
2018-07-09,"Audubon","Mid Season","Early","Bottom",1,10.2
2018-07-13,"Audubon","Mid Season","Control","Top",3,10.2
2018-07-13,"Audubon","Mid Season","Control","Middle",1,10.2
2018-07-18,"Trough","Mid Season","Control","Top",3,10.2
2018-07-20,"Audubon","Mid Season","Early","Top",3,10.2
2018-07-20,"Lefty","Mid Season","Early","Top",3,10.2
2018-07-23,"Audubon","Mid Season","Control","Topmiddle",1,10.2
2018-07-23,"Audubon","Mid Season","Control","Topmiddle",2,10.2
2018-07-23,"Lefty","Mid Season","Control","Middle",3,10.2
2018-07-27,"Lefty","Mid Season","Early","Middle",2,10.2
2018-07-27,"Soddie","Mid Season","Control","Bottom",1,10.2
2018-08-03,"Audubon","Late Season","Control","Bottom",1,10.2
2018-08-06,"East Knoll","Late Season","Control","Topmiddle",2,10.2
2018-08-06,"Trough","Late Season","Control","Middle",2,10.2
2018-08-09,"Audubon","Late Season","Early","Top",3,10.2
2018-08-13,"Trough","Late Season","Control","Middle",1,10.2
2018-08-06,"Trough","Late Season","Control","Middle",1,10.4
2018-06-19,"Soddie","Early Season","Early","Bottom",2,10.5
2018-06-27,"Audubon","Early Season","Early","Middle",2,10.5
2018-07-05,"East Knoll","Mid Season","Control","Topmiddle",1,10.5
2018-07-05,"East Knoll","Mid Season","Control","Topmiddle",3,10.5
2018-07-05,"East Knoll","Mid Season","Early","Top",2,10.5
2018-07-05,"East Knoll","Mid Season","Early","Topmiddle",3,10.5
2018-07-09,"Audubon","Mid Season","Control","Top",3,10.5
2018-07-09,"Audubon","Mid Season","Control","Topmiddle",2,10.5
2018-07-09,"Trough","Mid Season","Early","Top",3,10.5
2018-07-13,"Audubon","Mid Season","Control","Middle",3,10.5
2018-07-13,"Lefty","Mid Season","Early","Bottom",3,10.5
2018-07-13,"Trough","Mid Season","Early","Top",2,10.5
2018-07-20,"Audubon","Mid Season","Early","Topmiddle",3,10.5
2018-07-23,"Audubon","Mid Season","Early","Topmiddle",2,10.5
2018-07-23,"Audubon","Mid Season","Early","Bottom",1,10.5
2018-07-23,"Lefty","Mid Season","Early","Top",2,10.5
2018-07-23,"Lefty","Mid Season","Early","Bottom",3,10.5
2018-07-23,"Soddie","Mid Season","Control","Bottommiddle",3,10.5
2018-07-27,"Audubon","Mid Season","Control","Middle",3,10.5
2018-07-30,"Audubon","Mid Season","Control","Top",3,10.5
2018-07-30,"Audubon","Mid Season","Early","Bottom",2,10.5
2018-07-30,"Lefty","Mid Season","Control","Bottom",1,10.5
2018-07-30,"Soddie","Mid Season","Control","Top",1,10.5
2018-07-30,"Soddie","Mid Season","Control","Bottom",1,10.5
2018-08-09,"East Knoll","Late Season","Early","Topmiddle",2,10.5
2018-08-09,"Trough","Late Season","Control","Topmiddle",1,10.5
2018-08-09,"Trough","Late Season","Control","Topmiddle",3,10.5
2018-06-19,"Soddie","Early Season","Early","Topmiddle",2,10.6
2018-06-27,"East Knoll","Early Season","Control","Top",3,10.6
2018-07-05,"Audubon","Mid Season","Control","Top",3,10.6
2018-07-05,"Lefty","Mid Season","Early","Top",2,10.6
2018-07-05,"Lefty","Mid Season","Early","Bottommiddle",1,10.6
2018-07-18,"Audubon","Mid Season","Control","Bottom",1,10.6
2018-06-27,"Audubon","Early Season","Control","Topmiddle",2,10.7
2018-06-27,"Lefty","Early Season","Early","Bottommiddle",1,10.7
2018-07-05,"Audubon","Mid Season","Control","Top",1,10.9
2018-07-05,"Audubon","Mid Season","Control","Topmiddle",3,10.9
2018-07-05,"Audubon","Mid Season","Control","Bottommiddle",2,10.9
2018-07-05,"Audubon","Mid Season","Early","Top",3,10.9
2018-07-05,"Audubon","Mid Season","Early","Topmiddle",2,10.9
2018-07-05,"Lefty","Mid Season","Early","Top",3,10.9
2018-07-05,"Lefty","Mid Season","Early","Middle",3,10.9
2018-07-13,"Audubon","Mid Season","Early","Top",2,10.9
2018-07-13,"Audubon","Mid Season","Early","Bottommiddle",2,10.9
2018-07-13,"East Knoll","Mid Season","Control","Topmiddle",3,10.9
2018-07-13,"East Knoll","Mid Season","Early","Top",1,10.9
2018-07-13,"Lefty","Mid Season","Control","Middle",1,10.9
2018-07-13,"Lefty","Mid Season","Early","Middle",2,10.9
2018-07-13,"Trough","Mid Season","Control","Top",3,10.9
2018-07-20,"Lefty","Mid Season","Control","Bottommiddle",2,10.9
2018-07-23,"Audubon","Mid Season","Early","Bottommiddle",3,10.9
2018-07-23,"East Knoll","Mid Season","Control","Middle",1,10.9
2018-07-23,"East Knoll","Mid Season","Control","Bottommiddle",3,10.9
2018-07-23,"Lefty","Mid Season","Control","Top",3,10.9
2018-07-23,"Lefty","Mid Season","Early","Bottommiddle",2,10.9
2018-07-27,"Audubon","Mid Season","Early","Top",2,10.9
2018-07-27,"Audubon","Mid Season","Early","Bottom",3,10.9
2018-07-27,"East Knoll","Mid Season","Early","Bottom",1,10.9
2018-07-27,"Soddie","Mid Season","Early","Bottommiddle",3,10.9
2018-08-09,"Trough","Late Season","Control","Topmiddle",2,10.9
2018-08-09,"Trough","Late Season","Control","Bottommiddle",3,10.9
2018-06-29,"Soddie","Early Season","Control","Bottommiddle",2,11
2018-06-29,"Soddie","Early Season","Control","Bottom",2,11
2018-06-29,"Soddie","Early Season","Early","Middle",2,11
2018-07-05,"East Knoll","Mid Season","Control","Topmiddle",2,11
2018-07-05,"East Knoll","Mid Season","Early","Top",3,11
2018-07-05,"East Knoll","Mid Season","Early","Bottom",1,11
2018-07-30,"Audubon","Mid Season","Control","Top",1,11
2018-07-30,"Lefty","Mid Season","Early","Middle",1,11
2018-07-30,"Lefty","Mid Season","Early","Middle",2,11
2018-07-30,"Soddie","Mid Season","Control","Bottommiddle",3,11
2018-07-30,"Soddie","Mid Season","Early","Bottommiddle",3,11
2018-07-30,"Trough","Mid Season","Control","Top",3,11
2018-08-06,"East Knoll","Late Season","Control","Topmiddle",3,11
2018-08-06,"East Knoll","Late Season","Early","Top",2,11
2018-08-06,"Trough","Late Season","Control","Bottom",3,11
2018-07-05,"Audubon","Mid Season","Early","Topmiddle",3,11.2
2018-08-06,"Audubon","Late Season","Control","Topmiddle",2,11.2
2018-08-06,"Audubon","Late Season","Early","Topmiddle",3,11.2
2018-08-06,"Trough","Late Season","Control","Topmiddle",1,11.2
2018-07-09,"Audubon","Mid Season","Early","Bottom",2,11.3
2018-07-20,"Lefty","Mid Season","Control","Bottommiddle",3,11.3
2018-07-23,"Audubon","Mid Season","Early","Middle",2,11.3
2018-07-23,"Soddie","Mid Season","Control","Bottom",3,11.3
2018-07-27,"Audubon","Mid Season","Control","Top",3,11.3
2018-07-27,"East Knoll","Mid Season","Early","Bottom",2,11.3
2018-07-27,"Lefty","Mid Season","Control","Bottommiddle",2,11.3
2018-07-27,"Lefty","Mid Season","Early","Bottommiddle",2,11.3
2018-07-27,"Soddie","Mid Season","Early","Middle",2,11.3
2018-06-19,"Soddie","Early Season","Early","Bottom",1,11.5
2018-06-29,"Soddie","Early Season","Early","Top",2,11.5
2018-06-29,"Soddie","Early Season","Early","Middle",3,11.5
2018-07-30,"Soddie","Mid Season","Control","Top",3,11.5
2018-07-05,"Lefty","Mid Season","Early","Middle",2,11.6
2018-07-09,"Audubon","Mid Season","Control","Bottommiddle",3,11.6
2018-07-13,"Audubon","Mid Season","Early","Top",3,11.6
2018-07-13,"Lefty","Mid Season","Control","Middle",3,11.6
2018-07-18,"Audubon","Mid Season","Early","Top",3,11.6
2018-07-23,"Soddie","Mid Season","Control","Bottommiddle",2,11.6
2018-07-23,"Soddie","Mid Season","Early","Middle",2,11.6
2018-07-23,"Soddie","Mid Season","Early","Bottommiddle",3,11.6
2018-07-27,"Audubon","Mid Season","Control","Topmiddle",1,11.6
2018-07-27,"Soddie","Mid Season","Early","Top",3,11.6
2018-08-06,"Audubon","Late Season","Early","Middle",2,11.6
2018-07-18,"Audubon","Mid Season","Control","Bottom",2,11.8
2018-08-06,"Audubon","Late Season","Early","Top",2,11.8
2018-06-19,"Soddie","Early Season","Control","Top",1,11.9
2018-06-27,"Audubon","Early Season","Control","Bottommiddle",3,11.9
2018-06-29,"East Knoll","Early Season","Early","Middle",3,11.9
2018-07-05,"Audubon","Mid Season","Early","Top",2,11.9
2018-07-05,"Trough","Mid Season","Early","Top",3,11.9
2018-06-29,"East Knoll","Early Season","Control","Middle",1,12
2018-07-05,"East Knoll","Mid Season","Control","Middle",3,12
2018-07-05,"East Knoll","Mid Season","Control","Bottom",1,12
2018-07-05,"East Knoll","Mid Season","Early","Top",1,12
2018-07-09,"Lefty","Mid Season","Early","Middle",2,12
2018-07-13,"Audubon","Mid Season","Control","Top",1,12
2018-07-13,"Audubon","Mid Season","Early","Topmiddle",1,12
2018-07-13,"Lefty","Mid Season","Control","Middle",2,12
2018-07-23,"Audubon","Mid Season","Control","Middle",3,12
2018-07-23,"Audubon","Mid Season","Control","Bottommiddle",3,12
2018-07-23,"Audubon","Mid Season","Early","Bottommiddle",2,12
2018-07-23,"East Knoll","Mid Season","Early","Bottommiddle",1,12
2018-07-23,"Lefty","Mid Season","Control","Topmiddle",2,12
2018-07-23,"Lefty","Mid Season","Early","Topmiddle",1,12
2018-07-23,"Soddie","Mid Season","Early","Topmiddle",1,12
2018-07-27,"Audubon","Mid Season","Early","Middle",3,12
2018-07-27,"Lefty","Mid Season","Early","Topmiddle",1,12
2018-07-30,"Audubon","Mid Season","Control","Topmiddle",1,12
2018-07-30,"Audubon","Mid Season","Early","Bottommiddle",1,12
2018-07-30,"Lefty","Mid Season","Control","Middle",3,12
2018-07-30,"Trough","Mid Season","Early","Top",3,12
2018-08-09,"Audubon","Late Season","Early","Topmiddle",3,12
2018-07-27,"East Knoll","Mid Season","Early","Middle",1,12.1
2018-07-05,"Audubon","Mid Season","Early","Bottom",3,12.2
2018-08-06,"Trough","Late Season","Early","Bottom",2,12.2
2018-06-27,"Lefty","Early Season","Control","Top",1,12.3
2018-07-09,"Audubon","Mid Season","Early","Bottom",3,12.3
2018-07-13,"Audubon","Mid Season","Early","Topmiddle",2,12.3
2018-07-13,"East Knoll","Mid Season","Early","Top",2,12.3
2018-07-13,"Lefty","Mid Season","Early","Middle",1,12.3
2018-07-18,"Lefty","Mid Season","Control","Middle",2,12.3
2018-07-18,"Lefty","Mid Season","Control","Bottom",2,12.3
2018-07-20,"Lefty","Mid Season","Control","Bottom",3,12.3
2018-07-23,"Audubon","Mid Season","Control","Middle",2,12.3
2018-07-23,"Audubon","Mid Season","Early","Topmiddle",1,12.3
2018-07-27,"East Knoll","Mid Season","Control","Bottommiddle",2,12.3
2018-07-27,"Lefty","Mid Season","Early","Bottom",3,12.3
2018-07-27,"Trough","Mid Season","Control","Top",2,12.3
2018-07-27,"East Knoll","Mid Season","Early","Bottommiddle",1,12.4
2018-08-06,"Audubon","Late Season","Early","Topmiddle",2,12.4
2018-08-13,"Trough","Late Season","Control","Topmiddle",1,12.4
2018-06-29,"Lefty","Early Season","Early","Bottom",3,12.5
2018-06-29,"Soddie","Early Season","Early","Bottom",2,12.5
2018-07-05,"East Knoll","Mid Season","Early","Bottom",2,12.5
